,Zip Code,City,County,Households,<10k,10k - 15k,15k - 25k,25k - 35k,35k - 50k,50k - 75k,75k - 100k,100k - 150k,150k - 200k,200k+,Median Income ($),Mean Income ($)
598,92676,Silverado,Orange,849,2.4,0.5,3.4,6.2,9.4,11.2,15.4,14.8,13.0,23.7,100919.0,128655.0
599,92677,Laguna Niguel,Orange,25118,3.3,1.8,5.1,5.7,9.2,14.9,11.0,18.1,12.0,19.1,97059.0,132382.0
600,92678,Trabuco Canyon,Orange,217,0.0,2.3,6.0,4.1,18.9,13.8,22.6,9.7,12.0,10.6,82386.0,104493.0
601,92679,Trabuco Canyon,Orange,10685,1.5,0.5,2.4,1.6,5.3,8.9,8.2,19.7,17.8,34.2,153531.0,191735.0
602,92683,Westminster,Orange,27274,6.0,6.1,11.4,9.0,13.2,16.5,11.9,14.2,6.7,5.1,55224.0,75339.0
603,92688,Rancho Santa Margarita,Orange,15947,2.3,2.8,5.5,4.6,7.3,15.5,12.3,22.4,14.7,12.6,99342.0,117094.0
604,92691,Mission Viejo,Orange,16461,3.0,1.6,4.5,6.3,6.6,12.7,14.6,23.0,14.3,13.2,100956.0,117653.0
605,92692,Mission Viejo,Orange,18052,3.1,2.1,4.6,5.4,5.8,12.2,12.9,22.7,12.6,18.5,106797.0,129737.0
606,92694,Ladera Ranch,Orange,7433,2.4,0.3,1.5,2.2,5.6,6.1,11.1,22.3,15.2,33.4,145148.0,187813.0
607,92701,Santa Ana,Orange,12709,5.8,6.4,19.0,13.6,17.4,18.5,9.9,6.6,1.7,1.1,39348.0,49555.0
608,92703,Santa Ana,Orange,13358,4.7,5.2,10.7,12.3,16.2,21.6,12.6,10.7,3.4,2.7,50692.0,63661.0
609,92704,Santa Ana,Orange,19793,3.6,3.3,7.8,11.2,13.0,23.0,13.1,16.0,5.8,3.1,60867.0,75744.0
610,92705,Santa Ana,Orange,15137,1.4,2.5,6.6,6.8,10.4,15.2,12.2,15.1,10.5,19.2,87782.0,136399.0
611,92706,Santa Ana,Orange,9197,3.8,3.7,9.5,13.0,13.0,17.9,12.0,13.4,6.8,6.9,58623.0,80146.0
612,92707,Santa Ana,Orange,13458,3.4,2.8,7.6,9.5,16.4,20.6,12.8,18.2,5.3,3.4,61348.0,76565.0
613,92708,Fountain Valley,Orange,19162,3.3,2.8,7.4,5.6,9.3,16.9,13.9,20.4,11.1,9.4,83860.0,102374.0
614,92780,Tustin,Orange,19424,3.2,3.4,7.5,8.5,13.1,21.2,14.2,15.7,6.6,6.4,66306.0,84324.0
615,92782,Tustin,Orange,8306,4.7,1.5,5.4,5.4,8.6,14.2,10.3,22.0,10.5,17.5,100024.0,125009.0
616,92801,Anaheim,Orange,18166,5.4,5.4,10.5,10.9,17.4,21.0,11.8,10.3,4.8,2.6,50423.0,63823.0
617,92802,Anaheim,Orange,11582,6.4,4.6,9.6,13.5,14.4,17.3,12.2,13.7,5.9,2.3,51913.0,68282.0
618,92804,Anaheim,Orange,24166,7.4,6.0,9.5,8.4,13.5,19.8,13.7,14.2,4.1,3.4,53733.0,69446.0
619,92805,Anaheim,Orange,18383,4.9,5.1,8.8,9.3,14.7,20.7,13.6,14.6,5.3,2.8,56636.0,72621.0
620,92806,Anaheim,Orange,12356,4.1,3.7,7.7,10.1,11.8,18.7,13.9,17.8,6.9,5.4,64227.0,80467.0
621,92807,Anaheim,Orange,12170,1.5,1.9,4.5,5.3,7.9,14.4,14.7,22.3,13.0,14.7,99698.0,119635.0
622,92808,Anaheim,Orange,7426,3.7,1.5,5.1,3.9,7.2,10.0,8.8,25.4,13.2,21.2,113703.0,144809.0
623,92821,Brea,Orange,13541,2.7,2.7,6.7,5.7,10.4,16.8,13.7,22.7,9.5,8.9,82603.0,100761.0
624,92823,Brea,Orange,1148,1.3,3.3,9.0,0.6,7.2,6.6,7.4,24.1,15.7,24.7,132333.0,146409.0
625,92831,Fullerton,Orange,12234,7.5,4.6,8.9,7.1,12.1,19.6,12.2,14.6,5.8,7.5,61050.0,81630.0
626,92832,Fullerton,Orange,8182,7.3,4.1,8.9,8.8,12.4,23.3,12.5,13.4,5.7,3.6,58274.0,74253.0
627,92833,Fullerton,Orange,16021,6.0,3.9,8.1,6.7,10.6,19.5,12.9,15.8,7.7,8.7,67752.0,89471.0
628,92835,Fullerton,Orange,8335,4.5,3.0,5.1,4.5,9.4,12.2,13.4,18.6,10.7,18.5,94332.0,129425.0
629,92840,Garden Grove,Orange,15001,4.4,4.2,8.1,9.6,12.7,21.1,14.3,15.9,5.4,4.4,62420.0,77715.0
630,92841,Garden Grove,Orange,9530,7.8,5.5,10.9,8.6,12.1,20.2,11.6,13.3,6.2,3.7,55267.0,68869.0
631,92843,Garden Grove,Orange,11535,5.5,5.5,11.9,10.3,13.3,21.6,13.2,11.9,4.3,2.4,53489.0,66938.0
632,92844,Garden Grove,Orange,6605,6.9,5.0,13.7,12.8,11.4,16.8,15.4,11.7,2.8,3.5,50444.0,63859.0
633,92845,Garden Grove,Orange,5728,2.7,2.4,5.7,5.7,8.4,14.5,13.7,22.9,12.2,11.7,94451.0,108043.0
634,92860,Norco,Riverside,7133,2.4,2.9,5.9,6.3,9.2,16.4,12.8,22.5,10.9,10.9,87586.0,108442.0
635,92861,Villa Park,Orange,1975,2.6,0.8,3.1,3.9,6.8,7.1,11.7,20.6,13.6,29.7,131750.0,173153.0
636,92865,Orange,Orange,6186,3.3,2.4,5.4,5.7,9.3,14.8,15.5,25.4,10.7,7.4,89016.0,100400.0
637,92866,Orange,Orange,5445,7.5,2.8,8.1,7.8,15.2,16.8,18.2,13.5,7.0,3.2,65460.0,76701.0
638,92867,Orange,Orange,12821,3.6,2.4,6.1,8.0,10.4,15.1,13.2,18.0,9.6,13.5,82347.0,112193.0
639,92868,Orange,Orange,7763,5.8,4.9,6.7,7.4,12.9,22.5,16.1,16.0,4.2,3.3,61404.0,75641.0
640,92869,Orange,Orange,11444,2.7,1.6,4.5,6.5,8.9,16.2,13.3,19.2,12.5,14.6,91904.0,118806.0
641,92870,Placentia,Orange,16947,2.6,2.1,7.2,5.9,10.8,16.9,15.2,18.1,12.3,8.9,81137.0,100355.0
642,92879,Corona,Riverside,14526,4.0,5.1,9.7,10.3,11.7,20.2,15.2,15.0,6.0,2.8,61888.0,72129.0
643,92880,Corona,Riverside,17133,3.8,2.2,4.9,4.6,8.6,14.7,12.6,25.9,14.8,7.7,97225.0,105139.0
644,92881,Corona,Riverside,9828,3.0,2.2,5.5,6.8,8.9,13.6,15.3,24.1,9.5,11.2,92853.0,110478.0
645,92882,Corona,Riverside,21580,5.6,3.7,8.0,9.0,11.1,16.2,14.2,19.3,7.0,5.6,68417.0,83984.0
646,92883,Corona,Riverside,9933,3.0,1.1,6.1,6.2,7.6,13.7,15.9,22.2,13.3,10.9,93638.0,111684.0
647,92886,Yorba Linda,Orange,16079,2.2,1.0,4.9,4.1,7.4,11.6,13.2,21.5,14.0,20.1,112204.0,138960.0
648,92887,Yorba Linda,Orange,6704,1.7,0.7,2.5,5.3,6.5,9.9,11.5,19.4,16.5,26.0,129768.0,156449.0
649,93001,Ventura,Ventura,12617,4.4,5.5,9.4,9.9,13.0,15.8,17.0,14.4,4.9,5.6,61994.0,79819.0
650,93003,Ventura,Ventura,19146,3.7,3.0,7.1,8.4,11.7,18.2,15.3,18.4,8.1,6.2,71806.0,88569.0
651,93004,Ventura,Ventura,10665,4.2,3.5,6.5,9.6,9.5,15.8,14.6,21.6,8.7,6.0,76388.0,90247.0
652,93010,Camarillo,Ventura,15631,2.6,2.8,6.3,5.6,9.5,16.8,13.4,21.1,10.3,11.6,87206.0,108228.0
653,93012,Camarillo,Ventura,12774,3.6,2.8,5.0,5.7,8.2,13.7,13.0,21.4,11.0,15.5,95981.0,119194.0
654,93013,Carpinteria,Santa Barbara,6223,2.9,5.6,6.0,10.7,8.5,17.6,10.0,18.9,7.9,11.7,73402.0,106466.0
655,93015,Fillmore,Ventura,5002,4.6,2.8,12.1,13.5,12.9,17.3,14.7,13.1,6.9,2.2,56266.0,69240.0
656,93021,Moorpark,Ventura,11294,2.2,0.8,3.4,5.2,7.7,15.4,15.3,21.2,12.2,16.6,100048.0,124943.0
657,93022,Oak View,Ventura,2488,1.4,4.1,7.3,7.6,8.6,21.3,11.2,20.7,11.1,6.6,74600.0,100713.0
658,93023,Ojai,Ventura,7699,3.4,5.5,9.5,8.6,11.0,14.9,10.7,17.5,7.0,11.8,70964.0,104896.0
659,93030,Oxnard,Ventura,14995,4.0,4.9,9.1,9.2,15.1,18.4,12.6,16.3,6.2,4.3,58524.0,75501.0
660,93033,Oxnard,Ventura,16943,3.6,3.7,9.0,10.2,17.0,23.8,14.2,12.2,3.9,2.4,55669.0,71114.0
661,93035,Oxnard,Ventura,10011,2.7,0.6,5.7,6.6,9.1,23.2,16.4,19.4,9.3,7.1,79748.0,96738.0
662,93036,Oxnard,Ventura,12607,3.0,3.1,9.9,9.0,13.9,19.6,12.7,16.9,7.2,4.7,62348.0,79249.0
663,93040,Piru,Ventura,588,6.6,5.4,10.4,12.2,19.4,12.6,21.6,10.0,0.0,1.7,46339.0,57389.0
664,93041,Port Hueneme,Ventura,7279,6.8,3.5,8.5,8.9,12.9,25.5,13.8,13.9,3.6,2.7,58291.0,70106.0
665,93042,Point Mugu Nawc,Ventura,0,,,,,,,,,,,,
666,93043,Port Hueneme Cbc Base,Ventura,13,0.0,0.0,0.0,0.0,0.0,0.0,69.2,0.0,0.0,30.8,,
667,93060,Santa Paula,Ventura,9845,4.9,6.3,12.8,9.4,13.7,19.1,12.2,12.5,5.3,3.7,52939.0,69261.0
668,93063,Simi Valley,Ventura,19164,2.4,3.8,6.5,6.6,9.5,15.4,14.3,19.5,12.4,9.6,85666.0,102555.0
669,93064,Brandeis,Ventura,0,,,,,,,,,,,,
670,93065,Simi Valley,Ventura,24084,2.1,1.8,4.4,5.2,7.6,16.2,15.7,21.6,11.4,14.0,94921.0,120729.0
671,93066,Somis,Ventura,1073,3.0,3.4,3.8,5.3,11.2,17.8,10.7,18.1,11.0,15.7,92202.0,147525.0
672,93067,Summerland,Santa Barbara,408,2.5,0.0,0.0,4.4,26.2,25.5,13.7,7.8,2.0,17.9,70000.0,114443.0
673,93101,Santa Barbara,Santa Barbara,12520,5.9,6.8,9.7,8.8,15.6,17.8,14.2,12.1,5.4,3.8,53730.0,71268.0
674,93103,Santa Barbara,Santa Barbara,7186,3.4,3.1,7.0,8.1,13.2,17.1,13.0,13.7,10.4,10.9,71667.0,101585.0
675,93105,Santa Barbara,Santa Barbara,10796,3.5,3.7,6.0,6.7,11.9,13.1,11.6,17.5,9.9,16.0,89127.0,113992.0
676,93108,Santa Barbara,Santa Barbara,4224,2.6,3.6,5.2,3.2,5.9,9.3,9.8,14.9,10.8,34.7,131311.0,240078.0
677,93109,Santa Barbara,Santa Barbara,4583,4.4,2.0,6.0,8.6,8.9,11.2,11.0,16.9,13.8,17.1,96394.0,123694.0
678,93110,Santa Barbara,Santa Barbara,6096,4.1,7.1,8.8,7.0,10.2,11.0,13.5,16.8,8.8,12.8,78540.0,117446.0
679,93111,Santa Barbara,Santa Barbara,6314,2.4,1.6,3.9,4.0,7.3,16.9,13.1,22.3,13.1,15.4,102644.0,127085.0
680,93117,Goleta,Santa Barbara,15684,11.5,6.0,9.0,8.9,8.7,14.5,11.7,16.3,7.0,6.4,60239.0,79862.0
681,93201,Alpaugh,Tulare,328,8.8,6.4,21.0,15.2,15.2,17.7,8.5,7.0,0.0,0.0,31979.0,43093.0
682,93202,Armona,Kings,1035,8.6,11.6,9.8,8.7,24.5,20.6,10.1,5.5,0.6,0.0,43990.0,46229.0
683,93203,Arvin,Kern,5047,6.8,7.0,17.4,13.8,20.0,20.4,7.9,5.7,0.5,0.6,37012.0,44892.0
684,93204,Avenal,Kings,2120,9.4,8.4,15.4,16.6,18.6,17.7,7.8,5.5,0.7,0.0,35103.0,42540.0
685,93205,Bodfish,Kern,699,9.2,5.2,31.6,12.9,10.3,13.0,3.6,12.4,1.9,0.0,26004.0,45219.0
686,93206,Buttonwillow,Kern,553,9.9,5.6,10.3,19.0,22.6,4.5,8.7,14.5,3.4,1.4,40116.0,56454.0
687,93207,California Hot Springs,Tulare,128,7.0,11.7,18.0,6.3,19.5,6.3,10.9,14.8,3.9,1.6,38750.0,58626.0
688,93208,Camp Nelson,Tulare,39,0.0,0.0,5.1,0.0,0.0,0.0,38.5,0.0,56.4,0.0,150284.0,119449.0
689,93210,Coalinga,Fresno,4570,9.8,5.6,10.3,12.9,10.6,16.8,11.9,15.0,3.3,3.8,51026.0,68854.0
690,93212,Corcoran,Kings,4312,11.5,8.5,16.8,13.0,19.5,14.6,9.6,4.1,2.1,0.3,35149.0,45616.0
691,93215,Delano,Kern,11650,5.4,6.8,18.0,17.5,16.5,15.0,10.2,8.0,1.9,0.7,36949.0,49878.0
692,93218,Ducor,Tulare,277,14.1,12.6,17.0,17.0,5.4,18.8,6.1,3.2,2.9,2.9,30288.0,45312.0
693,93219,Earlimart,Tulare,2355,11.9,15.2,24.9,15.3,16.4,8.5,2.4,3.6,0.0,1.7,23799.0,37118.0
694,93220,Edison,Kern,78,0.0,0.0,0.0,78.2,0.0,21.8,0.0,0.0,0.0,0.0,,
695,93221,Exeter,Tulare,5001,7.9,4.7,12.9,11.6,13.8,16.4,9.9,11.7,5.8,5.4,48211.0,74853.0
696,93222,Frazier Park,Kern,685,8.6,3.9,10.7,12.8,21.2,8.0,16.6,12.4,1.8,3.9,41847.0,64064.0
697,93223,Farmersville,Tulare,2631,9.5,6.5,21.2,15.3,16.8,14.0,7.1,8.2,1.1,0.2,33689.0,44596.0
698,93224,Fellows,Kern,153,7.2,5.9,13.1,15.7,7.2,11.8,17.0,15.7,3.3,3.3,50938.0,64907.0
699,93225,Frazier Park,Kern,1805,12.4,7.8,9.5,14.5,13.0,16.1,10.6,11.6,0.4,4.2,39418.0,60518.0
700,93226,Glennville,Kern,118,19.5,1.7,8.5,11.9,16.9,8.5,19.5,8.5,0.0,5.1,36923.0,54634.0
701,93230,Hanford,Kings,21286,6.7,6.0,10.4,10.9,15.1,17.3,13.2,11.9,4.8,3.6,51209.0,69795.0
702,93234,Huron,Fresno,1717,18.1,13.7,17.1,13.0,18.1,10.8,5.2,1.9,1.0,1.0,26321.0,36527.0
703,93235,Ivanhoe,Tulare,1083,6.9,15.0,20.1,20.2,19.0,7.4,7.2,4.2,0.0,0.0,31611.0,36790.0
704,93238,Kernville,Kern,779,2.2,3.7,20.8,5.8,12.8,17.2,4.0,24.5,5.8,3.2,58190.0,77024.0
705,93239,Kettleman City,Kings,357,12.0,4.8,26.6,6.7,2.5,14.3,28.0,5.0,0.0,0.0,,48104.0
706,93240,Lake Isabella,Kern,2837,7.2,10.4,21.4,17.7,12.9,6.5,14.0,5.2,4.7,0.0,30434.0,47164.0
707,93241,Lamont,Kern,4176,7.5,9.1,20.2,16.9,17.4,15.0,6.8,4.7,1.7,0.7,32236.0,43324.0
708,93242,Laton,Fresno,1065,4.6,7.2,16.9,15.7,19.2,11.8,12.8,6.2,2.0,3.7,40364.0,57765.0
709,93243,Lebec,Kern,709,0.3,11.4,31.6,8.2,6.2,29.3,3.7,7.5,1.8,0.0,,46313.0
710,93244,Lemon Cove,Tulare,172,9.9,5.8,7.6,11.0,17.4,33.7,1.7,11.0,0.0,1.7,47500.0,54467.0
711,93245,Lemoore,Kings,11929,3.8,5.5,11.7,10.1,18.1,19.6,11.2,12.5,4.3,3.2,50723.0,67160.0
712,93247,Lindsay,Tulare,5088,12.0,8.2,16.4,13.7,14.9,17.5,7.7,5.7,1.9,2.1,34710.0,47171.0
713,93249,Lost Hills,Kern,540,4.6,2.8,26.3,23.0,21.9,8.9,7.2,5.4,0.0,0.0,32167.0,38408.0
714,93250,Mc Farland,Kern,3307,4.3,7.0,19.2,19.1,22.1,15.5,6.0,4.9,1.5,0.3,35092.0,42627.0
715,93251,Mc Kittrick,Kern,70,0.0,0.0,15.7,17.1,28.6,17.1,18.6,0.0,0.0,2.9,43750.0,54294.0
716,93252,Maricopa,Kern,557,10.1,8.8,16.7,12.9,9.9,19.9,9.2,7.7,1.8,3.1,36328.0,53334.0
717,93254,New Cuyama,Santa Barbara,242,3.7,5.0,14.0,24.4,16.5,20.2,7.4,8.7,0.0,0.0,43594.0,47050.0
718,93255,Onyx,Kern,354,12.4,0.0,38.1,31.6,7.9,4.5,0.0,0.0,5.4,0.0,24583.0,31526.0
719,93256,Pixley,Tulare,1340,11.4,9.6,23.7,14.2,14.5,17.5,4.1,3.7,1.4,0.0,28533.0,37994.0
720,93257,Porterville,Tulare,21429,8.4,9.4,15.5,11.8,17.2,16.6,8.3,8.6,2.8,1.6,39284.0,52942.0
721,93258,Porterville,Tulare,620,14.0,22.6,16.5,12.1,8.5,9.5,5.6,6.8,2.6,1.8,21985.0,42328.0
722,93260,Posey,Tulare,73,2.7,27.4,9.6,9.6,16.4,2.7,2.7,21.9,2.7,4.1,35625.0,58184.0
723,93261,Richgrove,Tulare,689,10.3,6.7,23.5,18.6,18.0,13.6,3.8,2.3,2.2,1.0,29455.0,38996.0
724,93262,Sequoia National Park,Tulare,0,,,,,,,,,,,,
725,93263,Shafter,Kern,5136,9.2,7.3,13.0,11.7,18.8,20.2,7.0,6.9,3.4,2.5,40706.0,56867.0
726,93265,Springville,Tulare,1642,10.2,3.9,4.1,12.6,12.5,14.7,15.3,14.7,7.6,4.2,58194.0,77564.0
727,93266,Stratford,Kings,363,13.8,10.5,24.5,11.0,9.9,16.0,12.4,0.0,1.9,0.0,30625.0,38633.0
728,93267,Strathmore,Tulare,1845,11.2,6.2,15.8,13.9,17.8,14.9,6.6,5.6,7.4,0.5,35944.0,50756.0
729,93268,Taft,Kern,5565,8.4,8.4,13.7,10.7,12.7,17.0,11.3,11.1,3.3,3.3,44379.0,61197.0
730,93270,Terra Bella,Tulare,1438,8.1,9.7,19.5,11.5,12.5,15.4,9.1,9.2,4.8,0.2,36288.0,51344.0
731,93271,Three Rivers,Tulare,945,3.9,6.7,13.2,9.9,8.7,19.3,12.4,15.0,6.6,4.3,58750.0,74893.0
732,93272,Tipton,Tulare,994,11.2,4.4,12.2,20.5,23.0,15.6,6.5,4.8,0.9,0.8,35867.0,45613.0
733,93274,Tulare,Tulare,21571,6.9,5.2,13.3,12.0,16.0,19.0,12.1,11.0,2.3,2.2,46509.0,60708.0
734,93276,Tupman,Kern,62,8.1,14.5,16.1,9.7,12.9,11.3,0.0,25.8,1.6,0.0,35833.0,52519.0
735,93277,Visalia,Tulare,18208,4.6,5.9,13.2,9.3,14.6,19.9,12.6,12.5,3.7,3.8,52717.0,71259.0
736,93280,Wasco,Kern,5659,7.6,6.9,18.0,12.6,15.9,22.9,8.4,5.6,1.3,0.7,39505.0,47526.0
737,93283,Weldon,Kern,1103,13.9,14.3,14.3,10.2,15.9,17.9,3.9,9.7,0.0,0.0,30701.0,39991.0
738,93285,Wofford Heights,Kern,1029,4.4,9.1,18.5,16.9,9.8,14.7,18.1,1.5,7.1,0.0,42396.0,53111.0
739,93286,Woodlake,Tulare,2893,6.5,8.4,13.7,12.4,18.1,17.0,10.2,9.4,2.0,2.2,40851.0,54810.0
740,93287,Woody,Kern,55,0.0,0.0,0.0,3.6,12.7,47.3,29.1,7.3,0.0,0.0,66397.0,70018.0
741,93291,Visalia,Tulare,16261,8.9,8.1,10.9,10.9,12.9,13.2,10.2,14.1,4.9,5.9,48336.0,71633.0
742,93292,Visalia,Tulare,13157,8.2,5.1,12.6,8.6,15.4,23.0,9.4,11.3,4.6,1.7,50132.0,60854.0
743,93301,Bakersfield,Kern,4771,8.9,11.4,20.7,10.3,16.9,15.6,4.9,6.0,3.2,2.1,33665.0,49247.0
744,93304,Bakersfield,Kern,15371,9.6,10.5,16.6,13.5,17.5,17.5,7.0,5.1,2.2,0.7,34904.0,45466.0
745,93305,Bakersfield,Kern,10749,12.9,11.4,16.7,15.3,14.4,16.8,6.3,4.1,1.3,0.8,29894.0,41242.0
746,93306,Bakersfield,Kern,21531,6.5,4.8,11.8,11.0,13.6,18.3,12.6,13.1,4.8,3.5,52198.0,68877.0
747,93307,Bakersfield,Kern,21661,8.2,10.1,16.2,15.8,15.8,17.3,8.5,6.4,0.9,0.7,34774.0,45527.0
748,93308,Bakersfield,Kern,19558,7.7,7.8,13.4,12.3,13.6,16.6,11.6,11.3,3.6,2.2,43538.0,60636.0
749,93309,Bakersfield,Kern,21727,6.3,6.0,14.2,12.2,12.1,19.7,11.2,12.5,2.8,3.0,48481.0,62418.0
750,93311,Bakersfield,Kern,14182,4.2,1.0,4.9,7.4,4.8,15.3,19.2,19.8,11.5,12.0,89521.0,116873.0
751,93312,Bakersfield,Kern,18759,2.8,1.7,3.3,3.5,8.2,16.6,18.6,23.2,13.5,8.6,92031.0,109754.0
752,93313,Bakersfield,Kern,12875,3.4,2.0,6.7,6.1,14.2,22.9,16.9,18.7,6.8,2.4,69681.0,80564.0
753,93314,Bakersfield,Kern,8211,1.4,0.8,4.2,5.4,8.3,13.9,14.5,21.2,13.9,16.4,103194.0,125749.0
754,93401,San Luis Obispo,San Luis Obispo,12151,7.7,6.8,8.7,8.0,14.0,14.7,11.0,14.5,6.9,7.6,56617.0,83650.0
755,93402,Los Osos,San Luis Obispo,6447,5.9,4.0,7.7,8.5,12.5,16.1,18.4,12.9,7.5,6.5,69176.0,88636.0
756,93405,San Luis Obispo,San Luis Obispo,8349,21.3,6.3,11.1,6.1,9.2,14.3,11.1,11.6,4.6,4.4,43128.0,63404.0
757,93410,San Luis Obispo,San Luis Obispo,0,,,,,,,,,,,,
758,93420,Arroyo Grande,San Luis Obispo,11789,4.1,4.2,7.4,7.9,10.6,17.1,13.0,17.7,9.3,8.5,73220.0,92207.0
759,93422,Atascadero,San Luis Obispo,12526,3.7,4.6,6.6,7.1,11.8,18.1,16.2,18.3,7.2,6.4,71002.0,89542.0
760,93424,Avila Beach,San Luis Obispo,541,6.1,2.0,1.8,17.6,1.8,11.8,30.7,20.3,0.0,7.8,83750.0,114824.0
761,93426,Bradley,Monterey,526,2.9,7.0,10.1,6.8,12.0,15.4,19.0,17.5,4.9,4.4,66250.0,75186.0
762,93427,Buellton,Santa Barbara,2095,5.6,4.4,3.7,15.4,6.5,15.6,14.2,22.1,9.0,3.5,71736.0,81741.0
763,93428,Cambria,San Luis Obispo,2859,4.0,1.8,7.2,10.2,16.8,21.0,14.4,13.3,6.5,4.8,59684.0,79446.0
764,93429,Casmalia,Santa Barbara,41,0.0,0.0,0.0,0.0,19.5,56.1,0.0,24.4,0.0,0.0,71607.0,75727.0
765,93430,Cayucos,San Luis Obispo,1562,6.4,3.8,8.4,9.2,13.3,22.6,9.3,10.1,6.5,10.4,57788.0,89616.0
766,93432,Creston,San Luis Obispo,423,0.0,7.1,6.6,5.4,14.2,13.7,26.7,11.6,5.9,8.7,82917.0,87237.0
767,93433,Grover Beach,San Luis Obispo,5543,3.6,4.7,10.6,7.5,17.7,21.3,10.8,16.1,4.5,3.2,58895.0,71627.0
768,93434,Guadalupe,Santa Barbara,1933,3.2,5.2,12.0,15.8,23.9,13.8,11.1,12.4,1.3,1.3,41907.0,56251.0
769,93436,Lompoc,Santa Barbara,17885,6.2,5.8,10.2,10.3,13.4,18.6,14.1,11.4,6.2,3.7,53810.0,71104.0
770,93437,Lompoc,Santa Barbara,938,1.2,0.5,3.3,15.1,15.8,28.4,17.4,14.7,1.9,1.7,62018.0,69083.0
771,93440,Los Alamos,Santa Barbara,468,1.9,0.0,10.9,10.7,3.8,41.0,11.3,10.7,3.8,5.8,60909.0,82802.0
772,93441,Los Olivos,Santa Barbara,409,3.9,2.0,9.8,7.8,3.7,12.2,15.4,16.4,9.3,19.6,95179.0,131148.0
773,93442,Morro Bay,San Luis Obispo,5231,3.7,7.6,8.3,11.0,15.3,19.5,12.8,13.4,4.8,3.6,54807.0,70676.0
774,93444,Nipomo,San Luis Obispo,6853,4.4,3.7,6.2,5.9,10.0,19.8,14.0,18.7,9.7,7.7,75041.0,95712.0
775,93445,Oceano,San Luis Obispo,2621,6.7,6.0,7.3,9.1,12.6,25.3,11.2,16.1,3.3,2.3,54155.0,66447.0
776,93446,Paso Robles,San Luis Obispo,16903,4.0,3.6,7.5,9.4,12.3,19.4,13.1,17.6,7.7,5.6,66242.0,84736.0
777,93449,Pismo Beach,San Luis Obispo,4059,5.2,2.0,11.8,6.1,9.6,14.5,17.0,18.2,6.6,8.9,75978.0,92681.0
778,93450,San Ardo,Monterey,258,4.7,2.3,20.5,16.7,16.3,29.1,4.7,0.0,0.8,5.0,42813.0,49355.0
779,93451,San Miguel,San Luis Obispo,1319,4.5,1.1,13.3,9.5,15.0,15.5,19.2,14.3,3.5,4.2,60605.0,82268.0
780,93452,San Simeon,San Luis Obispo,186,0.0,4.3,16.1,12.4,5.9,10.8,23.7,21.5,5.4,0.0,77857.0,74312.0
781,93453,Santa Margarita,San Luis Obispo,1270,15.1,4.9,7.6,10.6,10.6,14.1,17.2,14.9,0.0,5.0,50625.0,68342.0
782,93454,Santa Maria,Santa Barbara,11501,5.1,5.6,9.3,12.7,13.2,19.6,11.8,16.8,3.2,2.7,53637.0,68710.0
783,93455,Santa Maria,Santa Barbara,15078,3.3,2.3,6.7,7.3,11.5,19.3,14.6,19.7,8.8,6.5,74538.0,90885.0
784,93458,Santa Maria,Santa Barbara,13169,5.4,4.2,12.3,13.8,18.4,18.2,13.1,11.8,2.3,0.6,45801.0,58282.0
785,93460,Santa Ynez,Santa Barbara,1965,4.6,0.2,4.4,8.6,11.6,7.8,19.0,16.2,10.5,17.1,90772.0,121850.0
786,93461,Shandon,San Luis Obispo,529,5.3,2.5,9.6,8.3,17.0,18.5,19.1,11.2,3.2,5.3,58380.0,73553.0
787,93463,Solvang,Santa Barbara,3388,2.6,4.5,8.0,4.8,8.5,22.9,16.7,12.7,8.3,11.0,71607.0,100786.0
788,93465,Templeton,San Luis Obispo,3153,4.3,2.5,7.6,6.1,9.5,19.7,12.9,19.8,8.0,9.6,75394.0,95443.0
789,93501,Mojave,Kern,1986,14.7,12.4,13.8,10.1,16.2,15.4,7.5,8.6,0.9,0.5,34261.0,43352.0
790,93505,California City,Kern,4283,7.6,7.7,13.5,10.6,11.6,19.3,10.7,15.7,1.7,1.6,48971.0,59961.0
791,93510,Acton,Los Angeles,2622,3.3,3.5,4.0,5.8,6.6,17.3,16.9,18.6,13.2,10.8,91196.0,107668.0
792,93512,Benton,Mono,148,0.7,0.7,29.1,18.9,41.2,8.8,0.7,0.0,0.0,0.0,38333.0,35401.0
793,93513,Big Pine,Inyo,745,4.0,2.4,10.2,10.5,19.1,22.0,15.2,11.3,4.0,1.3,54135.0,62274.0
794,93514,Bishop,Inyo,6031,4.2,6.6,8.9,12.8,16.7,17.2,12.2,14.6,4.1,2.8,51456.0,66976.0
795,93516,Boron,Kern,897,17.2,10.9,17.1,5.6,9.6,14.5,15.1,7.7,1.1,1.3,29896.0,47569.0
796,93517,Bridgeport,Mono,266,0.4,0.4,15.8,2.6,28.9,12.4,19.9,19.2,0.4,0.0,51563.0,64597.0
797,93518,Caliente,Kern,445,14.8,10.8,24.5,9.7,7.9,10.6,7.4,12.8,0.7,0.9,24886.0,44047.0
798,93519,Cantil,Kern,36,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,
799,93522,Darwin,Inyo,25,0.0,52.0,0.0,20.0,28.0,0.0,0.0,0.0,0.0,0.0,,25124.0
800,93523,Edwards,Kern,1050,7.1,3.0,1.6,15.8,16.5,27.7,11.0,12.4,1.0,3.9,54826.0,66099.0
801,93524,Edwards,Kern,0,,,,,,,,,,,,
