,Zip Code,City,County,Households,<10k,10k - 15k,15k - 25k,25k - 35k,35k - 50k,50k - 75k,75k - 100k,100k - 150k,150k - 200k,200k+,Median Income ($),Mean Income ($),FIPS,State
873,93442,Morro Bay,San Luis Obispo,5231,3.7,7.6,8.3,11.0,15.3,19.5,12.8,13.4,4.8,3.6,54807.0,70676.0,6079,CA
874,93444,Nipomo,San Luis Obispo,6853,4.4,3.7,6.2,5.9,10.0,19.8,14.0,18.7,9.7,7.7,75041.0,95712.0,6079,CA
875,93445,Oceano,San Luis Obispo,2621,6.7,6.0,7.3,9.1,12.6,25.3,11.2,16.1,3.3,2.3,54155.0,66447.0,6079,CA
876,93446,Paso Robles,San Luis Obispo,16903,4.0,3.6,7.5,9.4,12.3,19.4,13.1,17.6,7.7,5.6,66242.0,84736.0,6079,CA
877,93449,Pismo Beach,San Luis Obispo,4059,5.2,2.0,11.8,6.1,9.6,14.5,17.0,18.2,6.6,8.9,75978.0,92681.0,6079,CA
878,93451,San Miguel,San Luis Obispo,1319,4.5,1.1,13.3,9.5,15.0,15.5,19.2,14.3,3.5,4.2,60605.0,82268.0,6079,CA
879,93452,San Simeon,San Luis Obispo,186,0.0,4.3,16.1,12.4,5.9,10.8,23.7,21.5,5.4,0.0,77857.0,74312.0,6079,CA
880,93453,Santa Margarita,San Luis Obispo,1270,15.1,4.9,7.6,10.6,10.6,14.1,17.2,14.9,0.0,5.0,50625.0,68342.0,6079,CA
881,93461,Shandon,San Luis Obispo,529,5.3,2.5,9.6,8.3,17.0,18.5,19.1,11.2,3.2,5.3,58380.0,73553.0,6079,CA
882,93465,Templeton,San Luis Obispo,3153,4.3,2.5,7.6,6.1,9.5,19.7,12.9,19.8,8.0,9.6,75394.0,95443.0,6079,CA
883,93426,Bradley,Monterey,526,2.9,7.0,10.1,6.8,12.0,15.4,19.0,17.5,4.9,4.4,66250.0,75186.0,6053,CA
884,93450,San Ardo,Monterey,258,4.7,2.3,20.5,16.7,16.3,29.1,4.7,0.0,0.8,5.0,42813.0,49355.0,6053,CA
885,93901,Salinas,Monterey,9744,6.2,5.4,11.6,8.9,14.3,19.5,12.0,12.5,5.3,4.1,55129.0,69305.0,6053,CA
886,93905,Salinas,Monterey,12827,3.6,4.8,14.1,14.1,20.2,20.5,10.6,8.9,2.1,1.1,44370.0,54967.0,6053,CA
887,93906,Salinas,Monterey,16862,4.4,4.2,8.6,9.4,15.6,20.3,16.0,13.5,5.6,2.4,58278.0,72380.0,6053,CA
888,93907,Salinas,Monterey,7190,3.8,2.3,8.2,4.7,13.8,23.0,12.9,17.5,8.5,5.1,67242.0,87671.0,6053,CA
889,93908,Salinas,Monterey,4552,1.3,0.9,2.9,6.0,6.5,10.8,12.2,26.0,12.5,21.0,119897.0,145743.0,6053,CA
890,93920,Big Sur,Monterey,394,1.8,4.3,6.9,10.7,8.1,31.0,12.7,5.1,14.7,4.8,59219.0,79529.0,6053,CA
891,93921,Carmel By The Sea,Monterey,1523,5.0,4.0,5.6,4.7,10.8,16.3,13.6,17.5,9.5,13.0,81875.0,107647.0,6053,CA
892,93923,Carmel,Monterey,5620,4.5,3.3,7.7,3.9,7.2,14.6,10.0,17.2,8.1,23.6,91863.0,150967.0,6053,CA
893,93924,Carmel Valley,Monterey,2629,3.2,0.9,3.4,5.6,7.9,15.3,18.4,20.8,8.6,15.9,94866.0,126638.0,6053,CA
894,93925,Chualar,Monterey,393,3.8,3.3,2.8,10.9,15.0,24.7,13.0,13.5,8.7,4.3,61620.0,84491.0,6053,CA
895,93926,Gonzales,Monterey,2245,6.1,6.3,6.8,12.7,15.4,22.8,12.4,13.8,2.9,1.0,52003.0,60458.0,6053,CA
896,93927,Greenfield,Monterey,4100,2.4,4.1,12.6,14.7,19.7,23.0,11.1,7.2,3.1,2.0,47733.0,60532.0,6053,CA
897,93928,Jolon,Monterey,30,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,6053,CA
898,93930,King City,Monterey,4078,6.0,5.9,11.7,19.3,11.5,18.6,9.5,11.1,4.6,1.8,43353.0,63616.0,6053,CA
899,93932,Lockwood,Monterey,200,16.5,0.0,20.5,12.0,21.5,3.0,15.0,5.0,6.5,0.0,36250.0,51252.0,6053,CA
900,93933,Marina,Monterey,8687,8.1,5.0,8.7,8.7,12.3,19.0,16.3,14.5,4.5,3.0,58161.0,70398.0,6053,CA
901,93940,Monterey,Monterey,13421,4.7,2.9,6.7,6.6,12.1,19.0,13.4,18.2,8.5,8.0,72976.0,94906.0,6053,CA
902,93943,Monterey,Monterey,0,,,,,,,,,,,,,6053,CA
903,93950,Pacific Grove,Monterey,6838,4.5,2.5,5.5,8.0,9.3,16.5,14.4,19.3,9.2,10.7,81486.0,109120.0,6053,CA
904,93953,Pebble Beach,Monterey,1801,5.6,0.9,7.2,3.6,10.3,12.8,9.2,15.9,15.9,18.5,104531.0,154380.0,6053,CA
905,93954,San Lucas,Monterey,98,10.2,10.2,12.2,9.2,11.2,24.5,22.4,0.0,0.0,0.0,46250.0,44112.0,6053,CA
906,93955,Seaside,Monterey,10268,3.0,5.0,10.5,11.2,16.1,21.2,11.8,13.7,4.5,2.9,53311.0,68528.0,6053,CA
907,93960,Soledad,Monterey,4318,4.7,6.0,5.1,11.2,19.0,22.0,10.4,13.3,3.7,4.6,54022.0,70250.0,6053,CA
908,93962,Spreckels,Monterey,252,0.0,0.0,1.2,0.0,3.2,26.2,25.0,25.8,15.5,3.2,89250.0,99252.0,6053,CA
909,95004,Aromas,Monterey,1164,1.5,0.0,4.6,3.8,12.6,21.6,10.5,17.9,18.1,9.4,93056.0,123712.0,6053,CA
910,95012,Castroville,Monterey,2445,2.5,3.1,12.4,13.5,13.5,24.3,15.5,10.8,3.5,1.1,52132.0,62092.0,6053,CA
911,95039,Moss Landing,Monterey,400,4.0,0.0,19.8,14.0,31.3,10.5,9.0,3.8,4.8,3.0,41944.0,54162.0,6053,CA
912,93512,Benton,Mono,148,0.7,0.7,29.1,18.9,41.2,8.8,0.7,0.0,0.0,0.0,38333.0,35401.0,6051,CA
913,93517,Bridgeport,Mono,266,0.4,0.4,15.8,2.6,28.9,12.4,19.9,19.2,0.4,0.0,51563.0,64597.0,6051,CA
914,93529,June Lake,Mono,186,12.9,0.0,0.0,21.0,13.4,22.6,6.5,18.3,5.4,0.0,50298.0,60131.0,6051,CA
915,93541,Lee Vining,Mono,147,0.0,0.0,12.9,4.1,7.5,10.9,48.3,16.3,0.0,0.0,91280.0,78466.0,6051,CA
916,93546,Mammoth Lakes,Mono,3236,0.6,4.1,2.8,10.0,14.8,28.2,13.5,16.2,4.2,5.7,62670.0,79758.0,6051,CA
917,96107,Coleville,Mono,446,3.8,5.6,10.3,18.4,18.8,12.6,13.0,12.3,0.0,5.2,41875.0,62821.0,6051,CA
918,96133,Topaz,Mono,51,0.0,0.0,76.5,23.5,0.0,0.0,0.0,0.0,0.0,0.0,21635.0,24488.0,6051,CA
919,93601,Ahwahnee,Madera,710,4.1,3.1,14.1,1.8,21.1,24.9,6.5,13.4,5.8,5.2,58362.0,73033.0,6039,CA
920,93604,Bass Lake,Madera,314,2.2,2.5,18.2,8.6,16.6,13.4,23.9,8.0,2.5,4.1,62143.0,69639.0,6039,CA
921,93610,Chowchilla,Madera,5058,10.4,7.8,9.8,18.4,17.3,13.0,8.3,9.1,2.9,3.0,37406.0,55820.0,6039,CA
922,93614,Coarsegold,Madera,4468,11.2,4.5,9.6,7.6,13.5,18.3,12.1,14.7,4.9,3.6,55490.0,69110.0,6039,CA
923,93636,Madera,Madera,3823,4.9,2.3,6.1,4.7,12.9,17.4,17.0,20.1,9.1,5.5,76349.0,94210.0,6039,CA
924,93637,Madera,Madera,11716,6.8,4.5,10.4,11.8,16.9,21.4,11.6,12.2,2.5,2.0,49632.0,62078.0,6039,CA
925,93638,Madera,Madera,11964,8.1,6.5,17.6,14.9,15.3,16.6,7.2,10.9,1.0,1.9,36709.0,51741.0,6039,CA
926,93643,North Fork,Madera,1199,7.0,8.7,11.5,11.3,9.5,16.8,14.8,12.2,4.8,3.5,52356.0,67556.0,6039,CA
927,93644,Oakhurst,Madera,3373,10.3,9.5,12.2,8.9,15.7,18.3,11.2,6.9,5.2,1.8,44703.0,55654.0,6039,CA
928,93645,O Neals,Madera,61,13.1,0.0,0.0,0.0,0.0,14.8,31.1,14.8,0.0,26.2,94276.0,205480.0,6039,CA
929,93653,Raymond,Madera,553,3.4,2.5,9.4,15.2,17.7,15.9,9.0,17.4,4.0,5.4,57083.0,87756.0,6039,CA
930,93669,Wishon,Madera,129,31.8,0.0,6.2,27.9,0.0,27.1,0.0,7.0,0.0,0.0,33576.0,37021.0,6039,CA
931,93620,Dos Palos,Merced,2793,10.0,5.0,17.5,13.0,15.2,18.7,8.5,8.1,2.9,1.0,36937.0,50892.0,6047,CA
932,93635,Los Banos,Merced,11581,8.3,6.8,12.3,9.4,18.1,18.2,12.1,9.5,3.9,1.4,45714.0,57606.0,6047,CA
933,93665,South Dos Palos,Merced,264,0.0,11.4,16.7,22.3,37.1,12.5,0.0,0.0,0.0,0.0,34958.0,35889.0,6047,CA
934,95301,Atwater,Merced,11413,5.9,5.8,12.1,11.2,13.3,20.6,10.5,11.6,4.8,4.2,51340.0,68765.0,6047,CA
935,95303,Ballico,Merced,255,17.3,4.7,17.3,9.8,9.0,20.8,4.7,9.4,2.4,4.7,38393.0,83051.0,6047,CA
936,95312,Cressey,Merced,95,3.2,10.5,13.7,7.4,16.8,27.4,5.3,6.3,6.3,3.2,41875.0,62578.0,6047,CA
937,95315,Delhi,Merced,3579,4.7,4.2,13.1,15.6,15.6,26.2,12.6,4.9,1.0,2.0,48025.0,55540.0,6047,CA
938,95317,El Nido,Merced,296,11.8,0.0,17.6,22.0,14.5,17.9,4.7,3.0,2.4,6.1,34643.0,81032.0,6047,CA
939,95322,Gustine,Merced,2977,6.1,7.0,16.3,14.7,16.1,12.1,9.8,12.0,3.5,2.6,37578.0,62403.0,6047,CA
940,95324,Hilmar,Merced,2628,1.8,6.3,11.2,13.5,14.5,20.3,12.1,9.7,3.3,7.4,52541.0,74243.0,6047,CA
941,95333,Le Grand,Merced,843,3.4,3.9,19.7,8.8,18.6,18.4,9.7,13.8,2.3,1.4,46146.0,59444.0,6047,CA
942,95334,Livingston,Merced,4121,5.1,5.1,9.3,13.6,9.9,20.4,17.6,11.7,3.6,3.8,55619.0,69106.0,6047,CA
943,95340,Merced,Merced,11952,9.2,6.9,12.3,9.0,12.4,18.2,10.8,11.4,6.3,3.6,50334.0,66984.0,6047,CA
944,95341,Merced,Merced,8411,9.4,9.8,19.9,13.6,15.6,15.9,7.7,5.5,0.7,1.9,32957.0,46391.0,6047,CA
945,95348,Merced,Merced,10757,8.9,9.2,11.3,10.9,16.5,16.6,9.3,10.4,4.4,2.4,41741.0,59708.0,6047,CA
946,95365,Planada,Merced,1310,3.4,10.3,22.2,12.8,19.8,17.7,2.2,10.4,1.1,0.0,35816.0,44614.0,6047,CA
947,95369,Snelling,Merced,345,4.9,9.6,9.3,8.1,19.7,15.7,15.4,11.3,1.4,4.6,49141.0,63421.0,6047,CA
948,95374,Stevinson,Merced,508,3.7,13.0,6.5,18.7,11.6,14.0,3.9,13.4,4.5,10.6,45132.0,91162.0,6047,CA
949,95388,Winton,Merced,3751,5.9,4.8,9.5,13.6,24.0,20.8,11.0,6.8,2.1,1.5,42705.0,56271.0,6047,CA
950,93623,Fish Camp,Mariposa,63,0.0,0.0,28.6,0.0,0.0,11.1,0.0,60.3,0.0,0.0,102928.0,72532.0,6043,CA
951,95306,Catheys Valley,Mariposa,449,27.2,0.0,4.9,2.2,13.4,20.7,12.2,9.6,8.0,1.8,52188.0,67793.0,6043,CA
952,95311,Coulterville,Mariposa,862,6.6,4.3,21.3,10.6,17.1,21.8,2.4,15.1,0.8,0.0,45682.0,50756.0,6043,CA
953,95318,El Portal,Mariposa,161,0.0,0.0,0.0,0.0,29.8,0.0,23.0,29.8,8.1,9.3,96696.0,105280.0,6043,CA
954,95325,Hornitos,Mariposa,17,0.0,0.0,0.0,0.0,41.2,58.8,0.0,0.0,0.0,0.0,,,6043,CA
955,95338,Mariposa,Mariposa,4457,6.5,6.5,13.3,8.2,16.2,20.9,14.4,9.2,2.7,2.2,49207.0,63490.0,6043,CA
956,95345,Midpines,Mariposa,350,24.3,15.7,6.9,4.3,7.7,11.1,14.0,12.0,2.0,2.0,,51113.0,6043,CA
957,95389,Yosemite National Park,Mariposa,350,11.1,0.0,9.1,17.7,22.9,16.3,2.6,13.7,5.7,0.9,39516.0,60344.0,6043,CA
958,94002,Belmont,San Mateo,10245,2.6,1.7,5.4,5.3,8.3,10.1,9.5,17.0,11.8,28.2,119530.0,158945.0,6081,CA
959,94005,Brisbane,San Mateo,1862,3.4,3.0,3.1,9.1,10.5,11.9,13.3,19.1,13.0,13.6,91127.0,117876.0,6081,CA
960,94010,Burlingame,San Mateo,16319,2.9,2.0,5.9,3.9,6.6,10.3,9.9,15.1,10.0,33.4,125768.0,204486.0,6081,CA
961,94014,Daly City,San Mateo,13743,3.3,3.5,8.5,6.3,9.7,18.4,14.7,18.4,10.0,7.3,75658.0,91392.0,6081,CA
962,94015,Daly City,San Mateo,20162,3.8,2.3,5.9,6.2,10.4,16.9,15.4,20.8,10.2,8.2,81956.0,97727.0,6081,CA
963,94019,Half Moon Bay,San Mateo,7472,1.4,2.6,5.4,3.2,10.1,10.9,11.6,20.0,9.9,24.8,107265.0,159596.0,6081,CA
964,94020,La Honda,San Mateo,583,2.7,10.8,1.5,15.3,2.9,10.5,7.2,20.6,6.7,21.8,93472.0,111914.0,6081,CA
965,94021,Loma Mar,San Mateo,58,0.0,0.0,39.7,15.5,0.0,12.1,0.0,32.8,0.0,0.0,,59269.0,6081,CA
966,94025,Menlo Park,San Mateo,14701,3.4,2.0,4.0,4.2,5.8,11.3,8.9,15.0,11.2,34.0,131854.0,202262.0,6081,CA
967,94027,Atherton,San Mateo,2416,3.3,0.5,1.8,1.7,5.8,4.2,2.5,12.3,8.8,59.1,243542.0,432416.0,6081,CA
968,94028,Portola Valley,San Mateo,2641,1.9,1.1,4.4,2.3,2.9,7.8,4.6,12.7,10.1,52.2,229554.0,331401.0,6081,CA
969,94030,Millbrae,San Mateo,8071,2.9,1.9,4.2,7.1,9.9,12.6,12.0,18.9,11.9,18.6,98709.0,125845.0,6081,CA
970,94037,Montara,San Mateo,1104,0.0,4.3,0.0,7.4,12.5,15.5,8.3,14.1,17.3,20.6,101410.0,118292.0,6081,CA
971,94038,Moss Beach,San Mateo,1152,3.0,3.0,6.5,0.0,1.2,19.6,22.1,12.2,9.2,23.2,94423.0,152115.0,6081,CA
972,94044,Pacifica,San Mateo,13898,3.1,2.9,3.9,4.4,9.2,12.9,11.3,24.1,12.9,15.4,103545.0,125361.0,6081,CA
973,94060,Pescadero,San Mateo,452,3.5,8.4,0.0,16.2,23.0,8.8,14.8,10.8,12.2,2.2,43611.0,72371.0,6081,CA
974,94061,Redwood City,San Mateo,14028,3.0,1.1,6.9,6.1,10.0,15.8,12.1,17.6,11.4,16.0,89578.0,120264.0,6081,CA
975,94062,Redwood City,San Mateo,10187,2.9,1.3,5.7,3.7,5.6,9.0,10.6,14.6,11.6,35.0,135808.0,216273.0,6081,CA
976,94063,Redwood City,San Mateo,9437,5.0,4.5,11.4,9.0,12.3,19.3,13.0,13.7,5.0,6.9,60434.0,79250.0,6081,CA
977,94065,Redwood City,San Mateo,5151,2.0,1.7,1.7,3.7,2.9,11.1,11.4,16.4,16.8,32.4,145518.0,178279.0,6081,CA
978,94066,San Bruno,San Mateo,14842,2.4,1.9,5.1,6.6,9.0,16.4,14.1,22.0,11.1,11.4,89008.0,108818.0,6081,CA
979,94070,San Carlos,San Mateo,11701,2.6,1.4,4.5,4.0,5.7,11.0,8.8,17.3,12.5,32.2,135030.0,178501.0,6081,CA
980,94074,San Gregorio,San Mateo,106,0.0,0.0,0.0,0.0,23.6,0.0,21.7,0.0,30.2,24.5,153043.0,202339.0,6081,CA
981,94080,South San Francisco,San Mateo,21131,3.4,3.7,5.1,5.8,8.9,16.1,15.3,20.4,9.9,11.5,85204.0,104091.0,6081,CA
982,94128,San Francisco,San Mateo,0,,,,,,,,,,,,,6081,CA
983,94401,San Mateo,San Mateo,12692,3.8,3.5,7.8,8.2,10.2,15.7,16.0,17.3,7.7,9.9,76361.0,98282.0,6081,CA
984,94402,San Mateo,San Mateo,9356,2.4,1.3,3.2,3.8,7.7,10.6,10.6,17.4,12.2,30.9,128163.0,174554.0,6081,CA
985,94403,San Mateo,San Mateo,15649,2.0,1.9,4.5,5.2,8.2,13.4,12.3,20.8,12.0,19.8,103612.0,132788.0,6081,CA
986,94404,San Mateo,San Mateo,14564,3.3,1.2,3.7,3.4,5.5,10.0,10.6,22.2,15.6,24.5,126618.0,150452.0,6081,CA
987,94022,Los Altos,Santa Clara,7485,2.7,0.9,3.6,3.2,3.6,6.1,7.0,14.3,9.3,49.3,194014.0,300926.0,6085,CA
988,94024,Los Altos,Santa Clara,7865,2.3,0.9,2.6,3.1,3.8,7.6,7.2,11.5,9.3,51.7,204534.0,275639.0,6085,CA
989,94040,Mountain View,Santa Clara,13878,3.8,3.9,5.1,4.0,5.6,11.8,8.3,19.3,11.8,26.5,115600.0,152626.0,6085,CA
990,94041,Mountain View,Santa Clara,6269,2.5,1.4,6.1,5.3,8.9,14.3,10.4,19.4,10.8,20.8,101780.0,139260.0,6085,CA
991,94043,Mountain View,Santa Clara,12814,3.5,2.9,6.2,4.8,7.4,13.3,8.6,19.2,12.7,21.5,105030.0,138060.0,6085,CA
992,94085,Sunnyvale,Santa Clara,8135,3.5,1.3,4.7,5.5,8.2,12.1,13.8,20.8,12.3,17.9,101051.0,125780.0,6085,CA
993,94086,Sunnyvale,Santa Clara,19608,4.0,2.2,4.8,5.9,6.6,11.4,12.0,21.7,12.8,18.7,104449.0,128945.0,6085,CA
994,94087,Sunnyvale,Santa Clara,20211,2.5,1.6,3.2,4.5,6.6,8.8,10.3,18.2,15.1,29.4,129668.0,166363.0,6085,CA
995,94089,Sunnyvale,Santa Clara,7806,2.4,2.9,6.1,6.8,7.6,14.0,11.6,22.1,12.2,14.3,94903.0,112460.0,6085,CA
996,94301,Palo Alto,Santa Clara,7265,5.0,3.3,4.5,4.8,5.8,10.5,7.4,12.5,9.4,36.8,135427.0,218772.0,6085,CA
997,94303,Palo Alto,Santa Clara,13913,4.0,3.0,6.5,7.2,10.0,12.7,10.7,12.1,11.6,22.1,91866.0,139071.0,6085,CA
998,94304,Palo Alto,Santa Clara,1845,4.6,2.9,4.0,1.9,4.6,14.0,13.9,16.2,13.3,24.7,105320.0,176181.0,6085,CA
999,94305,Stanford,Santa Clara,3240,12.6,4.2,4.2,14.2,13.7,10.7,4.9,8.3,6.0,21.3,53173.0,130364.0,6085,CA
1000,94306,Palo Alto,Santa Clara,10696,3.6,2.5,4.6,6.0,4.9,11.2,9.5,15.7,10.4,31.5,119157.0,175067.0,6085,CA
1001,95002,Alviso,Santa Clara,552,3.6,3.3,12.1,2.7,15.4,13.9,26.1,10.0,10.0,2.9,74516.0,78947.0,6085,CA
1002,95008,Campbell,Santa Clara,18050,2.8,3.7,4.1,6.4,6.7,13.7,11.6,21.1,12.8,17.3,102556.0,127222.0,6085,CA
1003,95013,Coyote,Santa Clara,25,0.0,0.0,0.0,0.0,40.0,48.0,0.0,0.0,12.0,0.0,50521.0,62512.0,6085,CA
1004,95014,Cupertino,Santa Clara,21360,4.6,0.6,3.1,2.5,4.8,10.0,7.6,18.5,17.1,31.3,141917.0,170858.0,6085,CA
1005,95020,Gilroy,Santa Clara,18045,4.1,3.0,7.2,8.5,8.5,13.4,13.5,18.8,12.1,10.8,86261.0,105319.0,6085,CA
1006,95030,Los Gatos,Santa Clara,5337,1.8,1.1,2.7,3.0,3.1,10.8,7.8,11.5,13.5,44.6,171688.0,251423.0,6085,CA
1007,95032,Los Gatos,Santa Clara,9872,3.3,1.9,3.3,4.6,6.2,11.8,10.7,15.6,11.6,31.0,124298.0,174301.0,6085,CA
1008,95035,Milpitas,Santa Clara,21519,3.7,2.5,5.3,4.5,6.7,13.1,11.1,22.4,14.2,16.6,103545.0,121509.0,6085,CA
1009,95037,Morgan Hill,Santa Clara,16180,3.3,2.7,6.7,6.2,7.5,12.4,10.9,20.2,11.0,19.0,100305.0,134565.0,6085,CA
1010,95046,San Martin,Santa Clara,1795,1.4,1.9,3.3,4.6,8.9,12.7,10.3,22.5,12.3,22.2,109353.0,139890.0,6085,CA
1011,95050,Santa Clara,Santa Clara,14603,4.6,4.4,7.7,7.9,9.3,13.5,12.5,17.9,11.2,11.1,80324.0,100540.0,6085,CA
1012,95051,Santa Clara,Santa Clara,20371,2.7,1.6,4.8,5.8,8.2,12.5,11.3,22.2,13.5,17.4,106527.0,124830.0,6085,CA
1013,95053,Santa Clara,Santa Clara,24,0.0,0.0,0.0,0.0,0.0,45.8,0.0,41.7,0.0,12.5,,139542.0,6085,CA
1014,95054,Santa Clara,Santa Clara,8525,2.6,2.2,2.1,4.4,4.7,8.7,7.8,24.6,19.0,24.0,132538.0,148272.0,6085,CA
1015,95070,Saratoga,Santa Clara,10897,2.0,2.2,2.9,2.6,5.7,6.5,8.3,12.4,14.8,42.5,169986.0,226023.0,6085,CA
1016,95110,San Jose,Santa Clara,6389,4.9,5.1,5.7,9.4,12.5,14.7,13.5,17.3,9.5,7.2,69623.0,95984.0,6085,CA
1017,95111,San Jose,Santa Clara,15938,5.3,6.0,9.6,7.9,13.0,17.8,12.6,16.2,6.0,5.7,61630.0,77850.0,6085,CA
1018,95112,San Jose,Santa Clara,20146,8.2,7.4,9.9,9.8,10.7,14.1,11.0,14.2,6.6,8.1,56495.0,80352.0,6085,CA
1019,95113,San Jose,Santa Clara,772,7.5,12.6,9.5,1.4,1.9,8.2,9.7,18.3,11.5,19.4,96711.0,114281.0,6085,CA
1020,95116,San Jose,Santa Clara,14340,5.2,8.5,13.1,9.9,11.8,17.4,12.4,12.8,5.7,3.1,51399.0,67763.0,6085,CA
1021,95117,San Jose,Santa Clara,10735,4.4,4.9,5.6,6.3,12.3,18.3,14.2,13.3,7.5,13.2,71841.0,103440.0,6085,CA
1022,95118,San Jose,Santa Clara,11330,3.6,4.0,5.5,4.4,8.4,12.7,13.1,18.1,13.9,16.3,97513.0,121625.0,6085,CA
1023,95119,San Jose,Santa Clara,3188,1.8,2.4,3.9,5.5,7.3,12.0,11.3,27.1,14.9,13.9,115588.0,120123.0,6085,CA
1024,95120,San Jose,Santa Clara,12591,1.7,1.7,1.8,2.7,5.7,7.5,6.9,17.5,15.2,39.3,161817.0,195126.0,6085,CA
1025,95121,San Jose,Santa Clara,9765,3.0,1.6,5.7,7.1,7.4,17.1,13.6,21.8,9.2,13.5,88877.0,111845.0,6085,CA
1026,95122,San Jose,Santa Clara,12986,4.9,5.6,9.1,7.3,13.0,20.5,14.6,15.5,5.1,4.5,62595.0,76790.0,6085,CA
1027,95123,San Jose,Santa Clara,22032,2.4,1.8,4.7,4.8,8.5,14.8,14.3,22.7,13.3,12.6,97178.0,114278.0,6085,CA
1028,95124,San Jose,Santa Clara,16965,2.5,1.1,4.6,3.9,8.8,9.7,11.0,20.0,15.1,23.3,117627.0,144401.0,6085,CA
1029,95125,San Jose,Santa Clara,20923,2.8,3.0,5.7,5.5,7.4,11.4,10.6,17.0,13.6,22.9,106995.0,149385.0,6085,CA
1030,95126,San Jose,Santa Clara,14807,3.6,6.9,7.0,6.9,8.6,15.6,10.2,17.4,10.2,13.6,77734.0,109086.0,6085,CA
1031,95127,San Jose,Santa Clara,16734,3.5,2.9,6.3,7.1,11.1,17.8,12.9,17.5,11.2,9.7,78362.0,98760.0,6085,CA
1032,95128,San Jose,Santa Clara,13815,4.2,3.8,6.9,7.0,11.7,15.2,12.8,15.7,8.3,14.5,76894.0,106070.0,6085,CA
1033,95129,San Jose,Santa Clara,14119,4.6,2.3,4.0,3.5,7.4,11.1,8.6,21.7,13.1,23.7,119032.0,141911.0,6085,CA
1034,95130,San Jose,Santa Clara,4954,1.9,3.0,6.3,5.6,11.4,11.4,11.4,17.0,11.4,20.6,98179.0,128488.0,6085,CA
1035,95131,San Jose,Santa Clara,9273,2.4,1.9,2.8,4.6,5.7,13.5,14.1,19.8,15.3,19.8,108246.0,133387.0,6085,CA
1036,95132,San Jose,Santa Clara,11906,3.1,3.0,5.7,5.3,6.9,13.6,13.2,22.8,12.7,13.8,99163.0,114431.0,6085,CA
1037,95133,San Jose,Santa Clara,8119,3.9,6.2,9.2,7.4,9.6,14.3,12.9,19.6,8.0,8.8,73141.0,91763.0,6085,CA
1038,95134,San Jose,Santa Clara,8901,3.0,1.3,3.2,3.2,5.4,10.0,7.6,27.7,18.2,20.5,126515.0,137862.0,6085,CA
1039,95135,San Jose,Santa Clara,7387,2.9,2.5,4.6,2.9,6.6,11.8,6.5,18.5,14.9,28.9,129923.0,147461.0,6085,CA
1040,95136,San Jose,Santa Clara,15516,3.0,2.8,5.4,5.8,10.9,13.6,13.4,20.6,12.7,11.9,87774.0,111650.0,6085,CA
1041,95138,San Jose,Santa Clara,5957,1.2,1.6,2.0,2.5,4.9,8.7,7.6,21.0,15.5,35.0,152284.0,196810.0,6085,CA
1042,95139,San Jose,Santa Clara,2249,3.7,0.7,3.7,2.3,7.3,8.8,14.3,26.9,15.6,16.6,120177.0,129267.0,6085,CA
1043,95140,Mount Hamilton,Santa Clara,90,3.3,0.0,0.0,21.1,0.0,5.6,21.1,7.8,4.4,36.7,,122128.0,6085,CA
1044,95148,San Jose,Santa Clara,11966,2.8,1.9,3.2,4.6,6.1,11.5,10.7,26.2,14.9,18.2,113028.0,129585.0,6085,CA
1045,94102,San Francisco,San Francisco,17135,14.2,18.3,13.0,8.4,8.6,10.5,7.1,8.1,5.3,6.6,29456.0,63634.0,6075,CA
1046,94103,San Francisco,San Francisco,13501,12.1,16.4,9.2,6.4,7.3,7.9,6.9,12.9,8.0,12.9,46140.0,96732.0,6075,CA
1047,94104,San Francisco,San Francisco,274,5.5,16.8,5.8,0.0,20.8,10.2,7.3,10.6,3.6,19.3,51500.0,132316.0,6075,CA
1048,94105,San Francisco,San Francisco,4015,3.6,1.3,2.5,0.0,2.8,3.6,7.9,18.1,11.4,48.8,195165.0,262291.0,6075,CA
1049,94107,San Francisco,San Francisco,13873,4.2,4.5,5.2,4.2,4.2,6.0,8.1,18.4,14.6,30.6,129152.0,164280.0,6075,CA
1050,94108,San Francisco,San Francisco,8067,10.8,11.7,15.5,5.4,8.6,10.2,9.1,12.9,6.4,9.5,46218.0,83665.0,6075,CA
1051,94109,San Francisco,San Francisco,33730,8.6,6.9,7.9,7.0,8.9,12.1,9.2,14.9,9.2,15.4,71043.0,112197.0,6075,CA
1052,94110,San Francisco,San Francisco,28183,4.6,4.9,6.2,6.5,8.2,11.9,8.9,16.1,11.6,21.1,97563.0,134864.0,6075,CA
1053,94111,San Francisco,San Francisco,2118,10.1,5.2,4.7,8.2,3.4,9.5,5.9,16.8,9.8,26.4,104083.0,156177.0,6075,CA
1054,94112,San Francisco,San Francisco,23369,3.1,3.4,7.3,7.2,9.5,17.4,14.2,18.5,9.1,10.2,77388.0,99474.0,6075,CA
1055,94114,San Francisco,San Francisco,16580,2.6,3.1,3.1,3.9,4.6,9.3,9.7,19.0,12.9,31.7,131442.0,184963.0,6075,CA
1056,94115,San Francisco,San Francisco,17343,6.7,6.5,8.5,5.4,4.5,10.9,8.3,17.3,10.8,21.2,97090.0,147143.0,6075,CA
