City,Zipcode,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Median Price,Number of Bedrooms
Fullerton,92833,325100.0,293200.0,281700.0,267500.0,299100.0,367500.0,392700,413000,444600,478800,346300.0,2
Fullerton,92835,314100.0,256900.0,248500.0,239500.0,261800.0,302000.0,339000,372400,385500,425500,308050.0,2
Garden Grove,92840,313800.0,300200.0,276100.0,259200.0,276400.0,336100.0,352300,377000,404200,434200,324950.0,2
Garden Grove,92841,357400.0,310900.0,310400.0,315600.0,337800.0,389900.0,402000,437000,493500,529300,373650.0,2
Garden Grove,92843,287200.0,251800.0,251300.0,230600.0,268300.0,320100.0,328100,356200,375600,417600,303650.0,2
Garden Grove,92844,275400.0,239500.0,238800.0,219200.0,251800.0,299200.0,320200,330700,359200,390000,287300.0,2
Garden Grove,92845,340900.0,326000.0,309100.0,282900.0,297600.0,376200.0,368400,393700,431400,455600,354650.0,2
Huntington Beach,92646,390500.0,374000.0,349800.0,321000.0,344500.0,409300.0,431600,447100,478900,513000,399900.0,2
Huntington Beach,92647,309200.0,294400.0,254800.0,225700.0,241500.0,317400.0,319100,356400,375200,405900,313300.0,2
Huntington Beach,92648,527700.0,524100.0,490100.0,427900.0,501900.0,586800.0,584100,621400,669800,700500,555900.0,2
Huntington Beach,92649,398700.0,394700.0,362300.0,343500.0,362900.0,424400.0,465300,477900,504200,541400,411550.0,2
Irvine,92602,451400.0,429000.0,422900.0,400300.0,419300.0,509000.0,527300,537800,566100,609600,480200.0,2
Irvine,92603,533600.0,487500.0,478100.0,463600.0,496700.0,573400.0,578200,640400,637600,694500,553500.0,2
Irvine,92604,409800.0,405300.0,393600.0,379600.0,400700.0,512400.0,504900,536800,566900,621400,457350.0,2
Irvine,92606,405300.0,410300.0,392100.0,363200.0,396300.0,462600.0,455300,479900,503800,558300,432800.0,2
Irvine,92612,465600.0,446600.0,429500.0,412400.0,464500.0,544000.0,556700,580900,601900,643100,504800.0,2
Irvine,92614,382500.0,367800.0,350000.0,318400.0,354800.0,430400.0,442500,460400,482400,524900,406450.0,2
Irvine,92618,398200.0,372700.0,381700.0,372800.0,385800.0,468900.0,482000,509200,523900,556300,433550.0,2
Irvine,92620,424300.0,411500.0,402200.0,385700.0,419000.0,478700.0,504300,526300,552300,588500,451500.0,2
La Habra,90631,279700.0,243300.0,263400.0,239400.0,245200.0,293700.0,337400,368100,406900,440100,286700.0,2
La Palma,90623,300200.0,283800.0,257700.0,268100.0,267700.0,324900.0,328100,333000,370900,415200,312550.0,2
Ladera Ranch,92694,372700.0,342800.0,332700.0,298700.0,328100.0,421200.0,435400,460300,470300,507600,396950.0,2
Laguna Beach,92651,1345700.0,1335000.0,1133200.0,1084800.0,1187800.0,1416100.0,1616600,1623400,1673000,1751300,1380900.0,2
Laguna Hills,92653,324300.0,256600.0,266600.0,249000.0,288200.0,351300.0,353100,390900,419400,433900,337800.0,2
Laguna Niguel,92677,384600.0,366300.0,328800.0,313900.0,332500.0,410000.0,428100,458200,480700,523000,397300.0,2
Laguna Woods,92637,231000.0,218000.0,176700.0,182200.0,190800.0,242100.0,251500,276000,296000,342900,236550.0,2
Lake Forest,92610,307800.0,276100.0,257800.0,228700.0,275300.0,319700.0,343900,372000,394500,433000,313750.0,2
Lake Forest,92630,270900.0,233600.0,233700.0,210200.0,229400.0,314500.0,319100,351200,372000,401800,292700.0,2
Los Alamitos,90720,411400.0,375100.0,378700.0,315000.0,380300.0,450400.0,423400,495800,526200,533400,417400.0,2
Mission Viejo,92691,326700.0,295200.0,289100.0,267300.0,294200.0,365500.0,389700,398200,418700,454700,346100.0,2
Mission Viejo,92692,389200.0,366800.0,346900.0,337300.0,381200.0,451100.0,473200,499700,530900,584200,420150.0,2
Newport Beach,92625,1270000.0,1233300.0,1002500.0,1124400.0,1184700.0,1482400.0,1564500,1745300,1868700,1925100,1376200.0,2
Newport Beach,92660,647400.0,588700.0,551600.0,523900.0,595800.0,672600.0,733200,810900,830400,862500,660000.0,2
Newport Beach,92661,,,,,,,1764400,1934500,1934700,2180900,1934600.0,2
Newport Beach,92662,1532400.0,1675900.0,1636100.0,1520700.0,1536500.0,1813200.0,1993500,2120200,2164700,2155800,1744550.0,2
Newport Beach,92663,738000.0,683100.0,674600.0,628800.0,654000.0,736700.0,756000,879700,1068100,1024700,737350.0,2
Newport Coast,92657,894900.0,768200.0,688500.0,776200.0,792600.0,967600.0,1067100,1158800,1061900,1114500,931250.0,2
North Tustin,92705,263600.0,202900.0,194800.0,183700.0,198400.0,247100.0,274900,308200,358800,365400,255350.0,2
Orange,92865,253100.0,212400.0,213200.0,183700.0,192000.0,285100.0,286100,321000,332700,370100,269100.0,2
Orange,92866,462200.0,414600.0,422800.0,436800.0,456400.0,516700.0,560200,600200,638700,668200,489450.0,2
Orange,92867,415900.0,375200.0,378500.0,359000.0,383200.0,441800.0,493700,520100,542400,586200,428850.0,2
Orange,92868,305600.0,271400.0,254600.0,245400.0,252400.0,320300.0,360800,383900,410600,423500,312950.0,2
Orange,92869,338300.0,311200.0,303100.0,279700.0,285000.0,351800.0,360000,408000,417000,452800,345050.0,2
Placentia,92870,310300.0,269200.0,260800.0,242700.0,253900.0,308600.0,332400,362200,389000,412600,309450.0,2
Rancho Santa Margarita,92688,306400.0,281400.0,272300.0,247300.0,268700.0,349200.0,362200,389800,404200,439100,327800.0,2
San Clemente,92624,554700.0,512900.0,467600.0,433900.0,504800.0,608100.0,612200,684800,743100,783700,581400.0,2
San Clemente,92672,531300.0,480500.0,457000.0,443800.0,491100.0,564800.0,605200,668500,685200,718500,548050.0,2
San Clemente,92673,510600.0,459700.0,415400.0,381700.0,431600.0,491300.0,564000,593400,627300,655500,500950.0,2
San Juan Capistrano,92675,346500.0,297700.0,254000.0,241200.0,270800.0,353300.0,393700,413200,443400,505800,349900.0,2
Santa Ana,92701,240400.0,187200.0,187900.0,172500.0,185800.0,227900.0,257000,291100,317500,344400,234150.0,2
Santa Ana,92703,294500.0,224600.0,241300.0,236800.0,261900.0,310800.0,352900,388800,408000,434100,302650.0,2
Santa Ana,92704,236700.0,170000.0,180100.0,171800.0,185400.0,233200.0,274400,299700,311900,336000,234950.0,2
Santa Ana,92706,374300.0,331300.0,309100.0,328200.0,356900.0,411800.0,429900,472300,497600,566600,393050.0,2
Santa Ana,92707,280600.0,227400.0,239800.0,240900.0,245400.0,321700.0,342600,386300,408100,437800,301150.0,2
Seal Beach,90740,672000.0,675300.0,668700.0,602100.0,646700.0,714600.0,751800,786300,866900,926000,694950.0,2
Silverado,92676,435900.0,412200.0,347000.0,314100.0,360500.0,417100.0,431600,450100,506000,544800,424350.0,2
Stanton,90680,266700.0,231300.0,226200.0,215700.0,229500.0,275700.0,299400,323600,349800,383800,271200.0,2
Tustin,92780,265800.0,211800.0,203700.0,188800.0,216200.0,276900.0,301500,330300,347300,389200,271350.0,2
Tustin,92782,397100.0,389200.0,377600.0,350700.0,381200.0,448600.0,457000,490500,503000,546200,422850.0,2
Westminster,92655,343600.0,288500.0,308800.0,293600.0,336700.0,370400.0,397500,440600,500400,578500,357000.0,2
Westminster,92683,334500.0,297200.0,303800.0,281100.0,301000.0,354000.0,381700,420600,435000,475800,344250.0,2
Yorba Linda,92886,333600.0,308700.0,309500.0,296600.0,307800.0,350800.0,382200,422400,458400,483000,342200.0,2
Yorba Linda,92887,311600.0,293100.0,289900.0,249100.0,262000.0,335900.0,361400,381600,404700,420600,323750.0,2
